,Code,Description,Code System,Code System Version,Code System OID,TTY
476,1293648,1.7 ML epinephrine 0.01 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
477,1293649,glycerin 144 MG/ML / petrolatum 150 MG/ML / phenylephrine hydrochloride 2.5 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
478,1293727,hydrocortisone acetate 0.02 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
479,1293856,phenylephrine hydrochloride 2.5 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
480,1293859,ammonium lactate 120 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
481,1293862,ergotamine tartrate 2 MG Sublingual Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
482,1293865,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
483,1293874,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
484,1293883,menthol 5 MG/ML / petrolatum 300 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
485,1293905,menthol 5 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
486,1293968,chloroxylenol 1 MG/ML / pramoxine hydrochloride 10 MG/ML / zinc acetate 10 MG/ML Otic Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
487,1293974,chloroxylenol 1 MG/ML / pramoxine hydrochloride 5 MG/ML / zinc acetate 1 MG/ML Otic Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
488,1293983,dimethicone 50 MG/ML / menthol 5 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
489,1294013,pramoxine hydrochloride 0.01 MG/MG / zinc oxide 0.125 MG/MG Rectal Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
490,1294024,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
491,1294025,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
492,1294026,pramoxine hydrochloride 0.01 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
493,1294033,pramoxine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
494,1294034,pramoxine hydrochloride 10 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
495,1294036,pramoxine hydrochloride 10 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
496,1294330,pramoxine hydrochloride 0.01 MG/MG / zinc oxide 0.125 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
497,1294343,pramoxine hydrochloride 10 MG/ML / zinc acetate 1.2 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
498,1294394,belladonna alkaloids 0.2 MG / ergotamine tartrate 0.6 MG / phenobarbital 40 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
499,1294594,diphenhydramine hydrochloride 2.5 MG/ML / menthol 4.4 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
500,1297310,camphor 0.053 MG/MG / Eucalyptus oil 0.013 MG/MG / menthol 0.028 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
502,1297390,chlorpheniramine maleate 2 MG / ibuprofen 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
503,1297514,diphenhydramine hydrochloride 20 MG/ML / menthol 10 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
504,1297517,diphenhydramine hydrochloride 25 MG / magnesium salicylate 580 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
505,1298287,diphenhydramine hydrochloride 20 MG/ML / menthol 10 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
506,1298803,maprotiline hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
507,1298857,maprotiline hydrochloride 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
508,1298861,maprotiline hydrochloride 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
509,1298870,maprotiline hydrochloride 75 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
510,1299018,ibuprofen 200 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
511,1299021,ibuprofen 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
512,1300276,menthol 110 MG/ML / methyl salicylate 310 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
513,1300288,histamine dihydrochloride 1 MG/ML / menthol 30 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
514,1300294,benzethonium chloride 2 MG/ML / benzocaine 200 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
515,1300740,phenol 5 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
516,1300889,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
517,1300890,20 ML baclofen 1 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
518,1301152,benzalkonium chloride 1.3 MG/ML / benzocaine 50 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
519,1302630,benzyl alcohol 0.1 ML/ML / camphor 5 MG/ML / menthol 2.5 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
520,1302827,24 HR phentermine 7.5 MG / topiramate 46 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
521,1302839,24 HR phentermine 3.75 MG / topiramate 23 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
522,1302850,24 HR phentermine 15 MG / topiramate 92 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
523,1303251,acetaminophen 100 MG / caffeine 2 MG / chlorpheniramine maleate 2 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
524,1303727,bacitracin 0.5 UNT/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
525,1304966,benzocaine 20 MG/ML / cetylpyridinium chloride 1 MG/ML / menthol 1.5 MG/ML / zinc chloride 1 MG/ML Mucous Membrane Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
526,1305130,menthol 2.2 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
527,1305263,1.7 ML mepivacaine hydrochloride 30 MG/ML Cartridge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
528,1305735,menthol 0.005 MG/MG / zinc oxide 0.207 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
529,1305913,benzyl alcohol 100 MG/ML / camphor 6 MG/ML / menthol 4 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
530,1306905,menthol 0.08 MG/MG / methyl salicylate 0.16 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
531,1310487,ibuprofen 20 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
532,1310503,chlorpheniramine maleate 4 MG / ibuprofen 200 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
534,1312283,camphor 30 MG/ML / menthol 50 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
535,1312747,capsaicin 0.3 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
536,1313059,24 HR phentermine 11.25 MG / topiramate 69 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
537,1313823,menthol 0.045 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
538,1314136,lidocaine 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Rectal Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
539,1314935,menthol 5 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
540,1356071,benzalkonium chloride 1.3 MG/ML / lidocaine 40 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
542,1356803,capsaicin 0.00035 MG/MG / lidocaine hydrochloride 0.005 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
543,1358498,lidocaine hydrochloride 10 MG/ML / methylprednisolone acetate 40 MG/ML Injectable Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
544,1358740,chondroitin sulfates 40 MG/ML / glucosamine hydrochloride 50 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
545,1358989,camphor 0.005 MG/MG / dimethicone 0.011 MG/MG / menthol 0.006 MG/MG / phenol 0.005 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
546,1359105,diclofenac sodium 75 MG / misoprostol 0.2 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
547,1359343,bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
548,1359350,bacitracin 0.5 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
549,1359360,neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
550,1361212,chloroxylenol 5 MG/ML / iodine 0.2 MG/ML / menthol 12.7 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
551,1361410,capsaicin 0.000325 MG/MG / lidocaine 0.045 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
552,1362132,nepafenac 3 MG/ML Ophthalmic Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
553,1362704,benzocaine 20 MG/ML / cetylpyridinium chloride 1 MG/ML / menthol 5 MG/ML Mucous Membrane Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
554,1364993,camphor 0.03 MG/MG / menthol 0.0252 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
555,1365000,camphor 10 MG/ML / menthol 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
556,1365653,24 HR oxcarbazepine 150 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
557,1365674,camphor 0.779 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
558,1365842,24 HR oxcarbazepine 300 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
559,1365844,24 HR oxcarbazepine 600 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
560,1365902,chondroitin sulfates 400 MG / glucosamine sulfate 500 MG / methylsulfonylmethane 200 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
561,1366315,camphor 56 MG/ML / menthol 56 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
562,1366630,benzocaine 0.0205 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
563,1366789,lidocaine 50 MG/ML Rectal Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
564,1367210,acetaminophen 500 MG / caffeine 32.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
565,1367426,12 HR naproxen sodium 220 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
566,1368954,mesalamine 400 MG Delayed Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
567,1369406,glucosamine sulfate 500 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
568,1369775,ibuprofen 200 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
569,1369783,20 ML baclofen 0.5 MG/ML Prefilled Syringe,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
570,1369787,20 ML baclofen 1 MG/ML Prefilled Syringe,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
571,1369791,20 ML baclofen 2 MG/ML Prefilled Syringe,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
572,1369805,3 ML sodium hyaluronate 10 MG/ML Prefilled Syringe,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
573,1370285,acetaminophen 16.7 MG/ML / caffeine 1.08 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
576,1371206,menthol 10 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
577,1371293,menthol 17.3 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
578,1371294,menthol 17 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
579,1371295,benzalkonium chloride 1 MG/ML / benzocaine 180 MG/ML Mucous Membrane Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
580,1372450,camphor 100 MG/ML / menthol 50 MG/ML / methyl salicylate 150 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
581,1372464,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 250 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
582,1372560,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 280 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
583,1372578,evening primrose oil 1000 MG / linoleic acid 820 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
584,1372891,lidocaine hydrochloride 0.03 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
586,1373130,lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
587,1373137,lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
588,1373219,camphor 110 MG/ML / menthol 160 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
589,1373249,calamine 0.02 MG/MG / menthol 0.0045 MG/MG / zinc oxide 0.18 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
590,1373322,benzocaine 50 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
591,1374383,benzalkonium chloride 1.1 MG/ML / lidocaine hydrochloride 10 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
592,1374840,menthol 160 MG/ML / methyl salicylate 350 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
593,1374851,benzalkonium chloride 1.3 MG/ML / camphor 30 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
594,1375917,bromfenac 0.7 MG/ML Ophthalmic Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
595,1376496,menthol 8 MG/ML / methyl salicylate 30 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
596,1376499,menthol 0.019 MG/MG / methyl salicylate 0.137 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
597,141868,capsaicin 0.75 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
598,141926,diazepam 0.4 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
599,141952,carbamazepine 400 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
600,141993,ibuprofen 3 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
601,141994,penicillamine 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
602,141995,auranofin 3 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
603,141997,ibuprofen 0.05 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
604,141998,ibuprofen 50 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
605,142013,choline salicylate 0.087 MG/MG Oral Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
606,142036,podophyllin 0.2 MG/MG / salicylic acid 0.25 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
607,1421011,menthol 0.006 MG/MG / petrolatum 0.62 MG/MG Paste,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
608,142102,ibuprofen 50 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
609,1421024,menthol 0.03 MG/MG / methyl salicylate 0.005 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
610,1421027,menthol 0.03 MG/MG / methyl salicylate 0.005 MG/MG Paste,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
611,142108,anthralin 0.0025 MG/MG / salicylic acid 0.016 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
612,1421441,menthol 15 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
613,1421643,phenol 32.5 MG/ML / scarlet red 1.9 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
614,1421893,lidocaine 40 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
615,1422187,menthol 18 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
616,1422561,capsaicin 0.35 MG/ML / lidocaine 20 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
617,1423323,benzalkonium chloride 1 MG/ML / lidocaine hydrochloride 24 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
618,1423410,camphor 0.03 MG/MG / phenol 0.025 MG/MG / tannic acid 0.022 MG/MG / zinc oxide 0.066 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
619,1423826,menthol 30 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
620,1423977,camphor 0.005 MG/MG / menthol 0.003 MG/MG / methyl salicylate 0.01 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
621,1424008,benzoyl peroxide 30 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
622,1424614,menthol 8.3 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
623,1425090,glucosamine hydrochloride 750 MG / methylsulfonylmethane 750 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
624,1425325,camphor 0.031 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.15 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
625,1426141,menthol 12.5 MG/ML / methyl salicylate 310 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
626,1426594,lidocaine hydrochloride 5 MG/ML / phenol 5 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
627,1426687,benzocaine 20 MG/ML / cetylpyridinium chloride 1 MG/ML / menthol 5 MG/ML Mucosal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
628,1426694,chondroitin sulfates 150 MG / glucosamine hydrochloride 750 MG / hyaluronic acid 1 MG / methylsulfonylmethane 60 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
629,1426844,menthol 5.3 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
631,1428948,lidocaine 0.04 MG/MG / menthol 0.04 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
632,1429019,menthol 1.8 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
634,1430287,chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG / methylsulfonylmethane 83 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
635,1430458,menthol 160 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
636,1431682,benzalkonium chloride 0.0013 MG/MG / lidocaine hydrochloride 0.02 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
637,1431703,menthol 0.0015 MG/MG Topical Powder,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
638,1432119,benzalkonium chloride 1 MG/ML / benzocaine 50 MG/ML Medicated Pad,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
639,1432482,lidocaine hydrochloride 20 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
640,1433200,menthol 0.14 MG/MG / methyl salicylate 0.232 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
641,1433630,aspirin 120 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
642,1435162,camphor 100 MG/ML / menthol 150 MG/ML / methyl salicylate 300 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
643,1435257,benzocaine 50 MG/ML / camphor 30 MG/ML / phenol 13.5 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
644,1435269,camphor 0.004 MG/MG / menthol 0.045 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
645,1435490,benzocaine 200 MG/ML Oral Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
647,1435853,acetaminophen 325 MG / caffeine 20 MG / isometheptene mucate 65 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
648,1436239,24 HR topiramate 50 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
649,1437278,24 HR topiramate 25 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
650,1437283,24 HR topiramate 100 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
651,1437288,24 HR topiramate 200 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
652,1437866,chondroitin sulfates 400 MG / glucosamine sulfate 500 MG / methylsulfonylmethane 167 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
653,1438766,menthol 20 MG/ML / methyl salicylate 80 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
654,1439931,benzoic acid 74 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
656,1440060,magnesium salicylate 406 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
657,1440869,"hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet",RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
658,1441111,menthol 0.16 MG/MG / methyl salicylate 0.28 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
659,1441730,camphor 100 MG/ML / menthol 150 MG/ML / methyl salicylate 330 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
660,1442116,diclofenac 18 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
661,1442128,diclofenac 35 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
662,1442261,menthol 30 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
663,1442274,lidocaine 5 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
664,1442407,camphor 48 MG/ML / Eucalyptus oil 12 MG/ML / menthol 26 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
665,1442685,menthol 35 MG/ML Topical Oil,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
666,1482820,gabapentin enacarbil 300 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
669,1483677,zolmitriptan 2.5 MG/ACTUAT Nasal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
671,1483744,naltrexone hydrochloride 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
672,1483774,naltrexone hydrochloride 100 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
673,1483780,naltrexone hydrochloride 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
674,1484488,capsaicin 0.0083 MG/MG / menthol 0.03 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
675,1485584,camphor 30 MG/ML / menthol 100 MG/ML / methyl salicylate 100 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
676,1486177,hydrocortisone acetate 18.5 MG/ML / pramoxine hydrochloride 11.5 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
677,1486326,camphor 0.007 MG/MG / levomenthol 0.014 MG/MG / methyl salicylate 0.028 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
679,1486874,menthol 30 MG/ML / methyl salicylate 100 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
